Age,Education Level,Occupation,Interest,Experience,Learning Style,Time Commitment,Preferred Resources,Recommended Skill
18,Bachelor's,Job Seeker,Full Stack Development,Beginner,Kinesthetic,>10 hrs/week,Free,"DevOps, CI/CD"
18,Bachelor's,Job Seeker,Full Stack Development,Beginner,Visual,5-10 hrs/week,Free,"DevOps, CI/CD"
18,Bachelor's,Job Seeker,Full Stack Development,Beginner,Auditory,5-10 hrs/week,Paid,"DevOps, CI/CD"
19,Bachelor's,Job Seeker,Full Stack Development,Beginner,Auditory,>10 hrs/week,Free & Paid,"DevOps, CI/CD"
19,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,5-10 hrs/week,Free,"DevOps, CI/CD"
19,Bachelor's,Job Seeker,Full Stack Development,Beginner,Auditory,5-10 hrs/week,Paid,"DevOps, CI/CD"
19,Bachelor's,Job Seeker,Full Stack Development,Beginner,Kinesthetic,>10 hrs/week,Free,"DevOps, CI/CD"
19,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,<5 hrs/week,Paid,"DevOps, CI/CD"
19,Bachelor's,Job Seeker,Full Stack Development,Beginner,Kinesthetic,>10 hrs/week,Free,"DevOps, CI/CD"
19,Bachelor's,Job Seeker,Full Stack Development,Beginner,Auditory,>10 hrs/week,Free & Paid,"DevOps, CI/CD"
19,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,>10 hrs/week,Free,"DevOps, CI/CD"
19,Bachelor's,Job Seeker,Full Stack Development,Beginner,Auditory,5-10 hrs/week,Paid,"DevOps, CI/CD"
19,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,5-10 hrs/week,Free,"DevOps, CI/CD"
20,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,<5 hrs/week,Paid,"DevOps, CI/CD"
20,Bachelor's,Job Seeker,Full Stack Development,Beginner,Kinesthetic,5-10 hrs/week,Free,"DevOps, CI/CD"
20,Bachelor's,Job Seeker,Full Stack Development,Beginner,Visual,>10 hrs/week,Paid,"DevOps, CI/CD"
20,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,5-10 hrs/week,Free,"DevOps, CI/CD"
20,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,5-10 hrs/week,Free,"DevOps, CI/CD"
20,Bachelor's,Job Seeker,Full Stack Development,Beginner,Kinesthetic,5-10 hrs/week,Free & Paid,"DevOps, CI/CD"
21,Bachelor's,Job Seeker,Full Stack Development,Beginner,Auditory,5-10 hrs/week,Free,"DevOps, CI/CD"
21,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"DevOps, CI/CD"
21,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,<5 hrs/week,Free,"DevOps, CI/CD"
21,Bachelor's,Job Seeker,Full Stack Development,Beginner,Kinesthetic,5-10 hrs/week,Paid,"DevOps, CI/CD"
21,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,<5 hrs/week,Paid,"DevOps, CI/CD"
22,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Visual,5-10 hrs/week,Paid,"DevOps, CI/CD"
22,Bachelor's,Job Seeker,Full Stack Development,Advanced,Auditory,>10 hrs/week,Paid,"DevOps, CI/CD"
22,Bachelor's,Job Seeker,Full Stack Development,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"DevOps, CI/CD"
22,Bachelor's,Job Seeker,Full Stack Development,Advanced,Reading/Writing,>10 hrs/week,Free & Paid,"DevOps, CI/CD"
23,Bachelor's,Job Seeker,Full Stack Development,Beginner,Visual,5-10 hrs/week,Free & Paid,"DevOps, CI/CD"
23,Bachelor's,Job Seeker,Full Stack Development,Beginner,Visual,>10 hrs/week,Free,"DevOps, CI/CD"
23,Bachelor's,Job Seeker,Full Stack Development,Beginner,Visual,>10 hrs/week,Free & Paid,"DevOps, CI/CD"
24,Bachelor's,Job Seeker,Full Stack Development,Advanced,Visual,<5 hrs/week,Free,"DevOps, CI/CD"
24,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,<5 hrs/week,Paid,"DevOps, CI/CD"
24,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,5-10 hrs/week,Paid,"DevOps, CI/CD"
25,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Auditory,5-10 hrs/week,Free,"DevOps, CI/CD"
25,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Auditory,5-10 hrs/week,Free & Paid,"DevOps, CI/CD"
25,Bachelor's,Job Seeker,Full Stack Development,Advanced,Auditory,5-10 hrs/week,Free & Paid,"DevOps, CI/CD"
26,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,<5 hrs/week,Paid,"DevOps, CI/CD"
26,Bachelor's,Job Seeker,Full Stack Development,Advanced,Kinesthetic,5-10 hrs/week,Paid,"DevOps, CI/CD"
26,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"DevOps, CI/CD"
26,Bachelor's,Job Seeker,Full Stack Development,Advanced,Kinesthetic,5-10 hrs/week,Free,"DevOps, CI/CD"
26,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,5-10 hrs/week,Paid,"DevOps, CI/CD"
26,Bachelor's,Job Seeker,Full Stack Development,Advanced,Kinesthetic,>10 hrs/week,Free & Paid,"DevOps, CI/CD"
27,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Reading/Writing,>10 hrs/week,Free,"DevOps, CI/CD"
27,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Visual,<5 hrs/week,Free & Paid,"DevOps, CI/CD"
28,Bachelor's,Job Seeker,Full Stack Development,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"DevOps, CI/CD"
29,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Visual,5-10 hrs/week,Free,"DevOps, CI/CD"
30,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Visual,5-10 hrs/week,Free & Paid,"DevOps, CI/CD"
30,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Auditory,>10 hrs/week,Paid,"DevOps, CI/CD"
30,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Auditory,>10 hrs/week,Free & Paid,"DevOps, CI/CD"
30,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Reading/Writing,5-10 hrs/week,Paid,"DevOps, CI/CD"
30,Bachelor's,Job Seeker,Full Stack Development,Advanced,Reading/Writing,<5 hrs/week,Free,"DevOps, CI/CD"
30,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,<5 hrs/week,Paid,"DevOps, CI/CD"
30,Bachelor's,Job Seeker,Full Stack Development,Advanced,Reading/Writing,5-10 hrs/week,Paid,"DevOps, CI/CD"
31,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Auditory,5-10 hrs/week,Free,"DevOps, CI/CD"
31,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Visual,>10 hrs/week,Paid,"DevOps, CI/CD"
31,Bachelor's,Job Seeker,Full Stack Development,Advanced,Kinesthetic,>10 hrs/week,Free & Paid,"DevOps, CI/CD"
31,Bachelor's,Job Seeker,Full Stack Development,Advanced,Visual,<5 hrs/week,Free & Paid,"DevOps, CI/CD"
31,Bachelor's,Job Seeker,Full Stack Development,Beginner,Kinesthetic,5-10 hrs/week,Free,"DevOps, CI/CD"
31,Bachelor's,Job Seeker,Full Stack Development,Beginner,Visual,<5 hrs/week,Paid,"DevOps, CI/CD"
31,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Visual,<5 hrs/week,Paid,"DevOps, CI/CD"
32,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Auditory,<5 hrs/week,Free,"DevOps, CI/CD"
32,Bachelor's,Job Seeker,Full Stack Development,Advanced,Reading/Writing,<5 hrs/week,Free,"DevOps, CI/CD"
32,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Visual,>10 hrs/week,Paid,"DevOps, CI/CD"
32,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Visual,<5 hrs/week,Free,"DevOps, CI/CD"
33,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Reading/Writing,<5 hrs/week,Free,"DevOps, CI/CD"
34,Bachelor's,Job Seeker,Full Stack Development,Advanced,Visual,>10 hrs/week,Paid,"DevOps, CI/CD"
34,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,>10 hrs/week,Free & Paid,"DevOps, CI/CD"
34,Bachelor's,Job Seeker,Full Stack Development,Advanced,Auditory,5-10 hrs/week,Free & Paid,"DevOps, CI/CD"
34,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,>10 hrs/week,Paid,"DevOps, CI/CD"
35,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,>10 hrs/week,Free,"DevOps, CI/CD"
35,Bachelor's,Job Seeker,Full Stack Development,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"DevOps, CI/CD"
36,Bachelor's,Job Seeker,Full Stack Development,Beginner,Visual,>10 hrs/week,Free & Paid,"DevOps, CI/CD"
36,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"DevOps, CI/CD"
36,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Reading/Writing,5-10 hrs/week,Free,"DevOps, CI/CD"
36,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,<5 hrs/week,Free,"DevOps, CI/CD"
36,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,<5 hrs/week,Paid,"DevOps, CI/CD"
37,Bachelor's,Job Seeker,Full Stack Development,Advanced,Auditory,<5 hrs/week,Free & Paid,"DevOps, CI/CD"
38,Bachelor's,Job Seeker,Full Stack Development,Advanced,Auditory,>10 hrs/week,Paid,"DevOps, CI/CD"
38,Bachelor's,Job Seeker,Full Stack Development,Advanced,Reading/Writing,>10 hrs/week,Free & Paid,"DevOps, CI/CD"
38,Bachelor's,Job Seeker,Full Stack Development,Beginner,Visual,<5 hrs/week,Paid,"DevOps, CI/CD"
38,Bachelor's,Job Seeker,Full Stack Development,Beginner,Visual,>10 hrs/week,Paid,"DevOps, CI/CD"
38,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,<5 hrs/week,Free & Paid,"DevOps, CI/CD"
39,Bachelor's,Job Seeker,Full Stack Development,Advanced,Auditory,<5 hrs/week,Free,"DevOps, CI/CD"
39,Bachelor's,Job Seeker,Full Stack Development,Advanced,Visual,<5 hrs/week,Paid,"DevOps, CI/CD"
22,PhD,Job Seeker,Cloud Computing,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
22,PhD,Job Seeker,Cloud Computing,Advanced,Reading/Writing,5-10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
22,PhD,Job Seeker,Cloud Computing,Advanced,Auditory,<5 hrs/week,Free,"Edge Computing, Quantum Cloud"
22,PhD,Job Seeker,Cloud Computing,Beginner,Kinesthetic,>10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
22,PhD,Job Seeker,Cloud Computing,Advanced,Reading/Writing,5-10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
22,PhD,Job Seeker,Cloud Computing,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
22,PhD,Job Seeker,Cloud Computing,Intermediate,Visual,5-10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
23,PhD,Job Seeker,Cloud Computing,Advanced,Auditory,>10 hrs/week,Free,"Edge Computing, Quantum Cloud"
23,PhD,Job Seeker,Cloud Computing,Advanced,Visual,>10 hrs/week,Free,"Edge Computing, Quantum Cloud"
23,PhD,Job Seeker,Cloud Computing,Beginner,Reading/Writing,>10 hrs/week,Free,"Edge Computing, Quantum Cloud"
24,PhD,Job Seeker,Cloud Computing,Advanced,Visual,>10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
24,PhD,Job Seeker,Cloud Computing,Beginner,Visual,<5 hrs/week,Paid,"Edge Computing, Quantum Cloud"
24,PhD,Job Seeker,Cloud Computing,Beginner,Reading/Writing,5-10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
24,PhD,Job Seeker,Cloud Computing,Beginner,Kinesthetic,<5 hrs/week,Paid,"Edge Computing, Quantum Cloud"
25,PhD,Job Seeker,Cloud Computing,Beginner,Reading/Writing,5-10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
26,PhD,Job Seeker,Cloud Computing,Intermediate,Auditory,5-10 hrs/week,Free,"Edge Computing, Quantum Cloud"
26,PhD,Job Seeker,Cloud Computing,Beginner,Reading/Writing,5-10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
26,PhD,Job Seeker,Cloud Computing,Advanced,Kinesthetic,>10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
26,PhD,Job Seeker,Cloud Computing,Beginner,Visual,<5 hrs/week,Free,"Edge Computing, Quantum Cloud"
27,PhD,Job Seeker,Cloud Computing,Advanced,Auditory,<5 hrs/week,Free,"Edge Computing, Quantum Cloud"
27,PhD,Job Seeker,Cloud Computing,Advanced,Visual,<5 hrs/week,Free,"Edge Computing, Quantum Cloud"
28,PhD,Job Seeker,Cloud Computing,Intermediate,Visual,5-10 hrs/week,Free,"Edge Computing, Quantum Cloud"
28,PhD,Job Seeker,Cloud Computing,Beginner,Kinesthetic,<5 hrs/week,Paid,"Edge Computing, Quantum Cloud"
28,PhD,Job Seeker,Cloud Computing,Intermediate,Auditory,<5 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
28,PhD,Job Seeker,Cloud Computing,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
28,PhD,Job Seeker,Cloud Computing,Beginner,Auditory,5-10 hrs/week,Free,"Edge Computing, Quantum Cloud"
29,PhD,Job Seeker,Cloud Computing,Advanced,Auditory,5-10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
30,PhD,Job Seeker,Cloud Computing,Beginner,Kinesthetic,<5 hrs/week,Paid,"Edge Computing, Quantum Cloud"
30,PhD,Job Seeker,Cloud Computing,Intermediate,Auditory,5-10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
30,PhD,Job Seeker,Cloud Computing,Advanced,Auditory,5-10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
30,PhD,Job Seeker,Cloud Computing,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
32,PhD,Job Seeker,Cloud Computing,Intermediate,Kinesthetic,5-10 hrs/week,Free,"Edge Computing, Quantum Cloud"
32,PhD,Job Seeker,Cloud Computing,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
33,PhD,Job Seeker,Cloud Computing,Intermediate,Kinesthetic,>10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
33,PhD,Job Seeker,Cloud Computing,Advanced,Visual,5-10 hrs/week,Free,"Edge Computing, Quantum Cloud"
33,PhD,Job Seeker,Cloud Computing,Advanced,Kinesthetic,5-10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
34,PhD,Job Seeker,Cloud Computing,Intermediate,Visual,5-10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
34,PhD,Job Seeker,Cloud Computing,Advanced,Visual,>10 hrs/week,Free,"Edge Computing, Quantum Cloud"
34,PhD,Job Seeker,Cloud Computing,Intermediate,Auditory,>10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
35,PhD,Job Seeker,Cloud Computing,Beginner,Visual,>10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
35,PhD,Job Seeker,Cloud Computing,Advanced,Auditory,<5 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
35,PhD,Job Seeker,Cloud Computing,Intermediate,Visual,<5 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
35,PhD,Job Seeker,Cloud Computing,Advanced,Kinesthetic,>10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
35,PhD,Job Seeker,Cloud Computing,Intermediate,Reading/Writing,5-10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
36,PhD,Job Seeker,Cloud Computing,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
36,PhD,Job Seeker,Cloud Computing,Beginner,Reading/Writing,<5 hrs/week,Paid,"Edge Computing, Quantum Cloud"
36,PhD,Job Seeker,Cloud Computing,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
36,PhD,Job Seeker,Cloud Computing,Beginner,Reading/Writing,5-10 hrs/week,Free,"Edge Computing, Quantum Cloud"
36,PhD,Job Seeker,Cloud Computing,Intermediate,Reading/Writing,<5 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
37,PhD,Job Seeker,Cloud Computing,Intermediate,Auditory,>10 hrs/week,Free,"Edge Computing, Quantum Cloud"
38,PhD,Job Seeker,Cloud Computing,Advanced,Visual,<5 hrs/week,Free,"Edge Computing, Quantum Cloud"
38,PhD,Job Seeker,Cloud Computing,Intermediate,Kinesthetic,>10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
38,PhD,Job Seeker,Cloud Computing,Advanced,Reading/Writing,>10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
38,PhD,Job Seeker,Cloud Computing,Intermediate,Visual,>10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
38,PhD,Job Seeker,Cloud Computing,Advanced,Kinesthetic,5-10 hrs/week,Free,"Edge Computing, Quantum Cloud"
39,PhD,Job Seeker,Cloud Computing,Advanced,Kinesthetic,5-10 hrs/week,Free,"Edge Computing, Quantum Cloud"
39,PhD,Job Seeker,Cloud Computing,Advanced,Kinesthetic,>10 hrs/week,Free,"Edge Computing, Quantum Cloud"
39,PhD,Job Seeker,Cloud Computing,Advanced,Visual,>10 hrs/week,Free & Paid,"Edge Computing, Quantum Cloud"
39,PhD,Job Seeker,Cloud Computing,Advanced,Reading/Writing,>10 hrs/week,Paid,"Edge Computing, Quantum Cloud"
39,PhD,Job Seeker,Cloud Computing,Advanced,Reading/Writing,>10 hrs/week,Free,"Edge Computing, Quantum Cloud"
22,Master's,Job Seeker,Blockchain,Intermediate,Auditory,>10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
22,Master's,Job Seeker,Blockchain,Intermediate,Kinesthetic,>10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
23,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,5-10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
23,Master's,Job Seeker,Blockchain,Advanced,Visual,<5 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
23,Master's,Job Seeker,Blockchain,Advanced,Reading/Writing,<5 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
23,Master's,Job Seeker,Blockchain,Intermediate,Visual,5-10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
24,Master's,Job Seeker,Blockchain,Advanced,Reading/Writing,<5 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
24,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
24,Master's,Job Seeker,Blockchain,Intermediate,Kinesthetic,<5 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
24,Master's,Job Seeker,Blockchain,Beginner,Auditory,5-10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
24,Master's,Job Seeker,Blockchain,Intermediate,Auditory,>10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
24,Master's,Job Seeker,Blockchain,Intermediate,Reading/Writing,>10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
24,Master's,Job Seeker,Blockchain,Intermediate,Visual,<5 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
24,Master's,Job Seeker,Blockchain,Intermediate,Auditory,5-10 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
25,Master's,Job Seeker,Blockchain,Intermediate,Auditory,>10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
25,Master's,Job Seeker,Blockchain,Beginner,Auditory,<5 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
25,Master's,Job Seeker,Blockchain,Advanced,Visual,5-10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
26,Master's,Job Seeker,Blockchain,Advanced,Auditory,5-10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
26,Master's,Job Seeker,Blockchain,Intermediate,Auditory,>10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
26,Master's,Job Seeker,Blockchain,Advanced,Auditory,>10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
26,Master's,Job Seeker,Blockchain,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
26,Master's,Job Seeker,Blockchain,Advanced,Reading/Writing,<5 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
27,Master's,Job Seeker,Blockchain,Beginner,Reading/Writing,>10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
27,Master's,Job Seeker,Blockchain,Intermediate,Kinesthetic,<5 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
27,Master's,Job Seeker,Blockchain,Intermediate,Kinesthetic,<5 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
27,Master's,Job Seeker,Blockchain,Advanced,Reading/Writing,5-10 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
27,Master's,Job Seeker,Blockchain,Beginner,Reading/Writing,>10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
27,Master's,Job Seeker,Blockchain,Intermediate,Auditory,<5 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
27,Master's,Job Seeker,Blockchain,Intermediate,Kinesthetic,<5 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
28,Master's,Job Seeker,Blockchain,Beginner,Visual,<5 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
28,Master's,Job Seeker,Blockchain,Advanced,Visual,<5 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
28,Master's,Job Seeker,Blockchain,Advanced,Kinesthetic,>10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
28,Master's,Job Seeker,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
28,Master's,Job Seeker,Blockchain,Beginner,Visual,>10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
28,Master's,Job Seeker,Blockchain,Intermediate,Reading/Writing,5-10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
29,Master's,Job Seeker,Blockchain,Advanced,Auditory,<5 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
30,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
30,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
30,Master's,Job Seeker,Blockchain,Advanced,Visual,>10 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
31,Master's,Job Seeker,Blockchain,Advanced,Reading/Writing,<5 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
32,Master's,Job Seeker,Blockchain,Beginner,Visual,<5 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
32,Master's,Job Seeker,Blockchain,Intermediate,Auditory,<5 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
32,Master's,Job Seeker,Blockchain,Advanced,Auditory,5-10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
32,Master's,Job Seeker,Blockchain,Intermediate,Visual,<5 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
33,Master's,Job Seeker,Blockchain,Intermediate,Reading/Writing,<5 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
34,Master's,Job Seeker,Blockchain,Advanced,Visual,>10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
34,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,5-10 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
34,Master's,Job Seeker,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
34,Master's,Job Seeker,Blockchain,Beginner,Reading/Writing,>10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
34,Master's,Job Seeker,Blockchain,Intermediate,Reading/Writing,5-10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
34,Master's,Job Seeker,Blockchain,Advanced,Kinesthetic,5-10 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
36,Master's,Job Seeker,Blockchain,Intermediate,Visual,5-10 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
36,Master's,Job Seeker,Blockchain,Intermediate,Kinesthetic,<5 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
36,Master's,Job Seeker,Blockchain,Beginner,Auditory,5-10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
36,Master's,Job Seeker,Blockchain,Intermediate,Kinesthetic,5-10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
36,Master's,Job Seeker,Blockchain,Advanced,Visual,>10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
36,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
36,Master's,Job Seeker,Blockchain,Beginner,Visual,>10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
37,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,<5 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
37,Master's,Job Seeker,Blockchain,Advanced,Visual,5-10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
37,Master's,Job Seeker,Blockchain,Advanced,Reading/Writing,>10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
37,Master's,Job Seeker,Blockchain,Intermediate,Kinesthetic,>10 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
38,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
38,Master's,Job Seeker,Blockchain,Advanced,Visual,<5 hrs/week,Free & Paid,"Enterprise Blockchain, Consensus Mechanisms"
38,Master's,Job Seeker,Blockchain,Intermediate,Visual,5-10 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
38,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,5-10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
39,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,5-10 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
39,Master's,Job Seeker,Blockchain,Advanced,Visual,5-10 hrs/week,Free,"Enterprise Blockchain, Consensus Mechanisms"
39,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,5-10 hrs/week,Paid,"Enterprise Blockchain, Consensus Mechanisms"
